회사,표준산업분류,연혁,매출액,기업유형,평균연봉,홈페이지,고용보험 사업장 수,고용보험 가입 사원수,국민연금 가입 사원수,퇴사/입사 (1년)
예스24,통신 판매업,25년 (1999년 설립),"6,491억 1,402만원",주식회사,"2,408만원",https://company.yes24.com,1개,486명,458명,109명/87명
엘디티,시스템ㆍ응용 소프트웨어 개발 및 공급업,17년 (2007년 설립),"16억 2,576만원",주식회사,"5,078만원",-,1개,143명,129명,104명/106명
LG유플러스,무선 및 위성 통신업,28년 (1996년 설립),"12조 8,042억 200만원",주식회사,"9,960만원",www.uplus.co.kr,3개,"10,984명","10,229명",872명/803명
메타바이오메드,의료용품 및 기타 의약 관련제품 제조업,25년 (1999년 설립),"533억 3,478만원",주식회사,"5,285만원",wwwlmeta-biomed.com,1개,282명,269명,55명/51명
효성오앤비,비료 및 질소 화합물 제조업,40년 (1984년 설립),"289억 6,389만원",주식회사,"4,079만원",www.hsonb.com,1개,76명,56명,19명/17명
인바이오젠,"의약품, 의료용 기구, 화장품 및 방향제 소매업",2년 (2022년 설립),-,주식회사,"4,900만원",-,1개,1명,5명,0명/1명
SNT에너지,전기 공급 및 제어장치 제조업,16년 (2008년 설립),-,주식회사,"7,215만원",www.hisnt.com,2개,258명,229명,22명/7명
진양홀딩스,경영 컨설팅 및 공공 관계 서비스업,16년 (2008년 설립),-,주식회사,"4,670만원",cyholdings.kr,1개,4명,5명,0명/0명
한울소재과학,엔지니어링 서비스업,24년 (2000년 설립),"302억 6,591만원",주식회사,"5,329만원",www.telefield.com,2개,104명,90명,42명/40명
이트론,건물설비 설치 공사업,38년 (1986년 설립),"274억 7,605만원",주식회사,"5,429만원",www.hitron.co.kr,1개,0명,33명,35명/17명
엔케이,"의약품, 의료용품 및 화장품 도매업",6년 (2018년 설립),비공개,주식회사,비공개,cnkcosmetics.co.kr,1개,비공개,비공개,비공개
에스코넥,재생용 재료 및 기타 상품 전문 도매업,24년 (2000년 설립),"864억 6,648만원",주식회사,"11,177만원",www.s-connect.co.kr,1개,68명,65명,5명/4명
일신바이오,기타 기계 및 장비 도매업,2년 (2022년 설립),-,기타 법인,"3,881만원",-,1개,6명,5명,5명/1명
서원인텍,기타 전자 부품 제조업,41년 (1983년 설립),"1,297억 8,548만원",주식회사,"4,169만원",seowonintech.co.kr,1개,100명,108명,15명/5명
이씨에스,-,25년 (1999년 설립),"1,006억 1,478만원",주식회사,"8,044만원",www.ecstel.co.kr,1개,201명,210명,17명/25명
대창솔루션,내연기관 및 터빈 제조업; 항공기용 및 차량용 제외,47년 (1977년 설립),"300억 5,923만원",주식회사,"4,901만원",www.dcm.co.kr,1개,138명,124명,21명/13명
한전KPS,-,40년 (1984년 설립),"1조 3,756억 6,768만원",주식회사,"7,902만원",www.kps.co.kr,2개,"7,469명","6,319명",489명/442명
아이에스이커머스,통신 판매업,23년 (2001년 설립),"95억 1,511만원",주식회사,"4,406만원",www.isecommerce.co.kr,1개,64명,75명,4명/3명
알에프세미,전기 공사업,25년 (1999년 설립),"352억 6,119만원",주식회사,"4,298만원",http://www.rfsemi.co.kr/,2개,155명,122명,63명/50명
디엔에프,"도장, 도배 및 내장 공사업",15년 (2009년 설립),-,기타 법인,"3,420만원",-,1개,1명,9명,0명/4명
일진파워,기타 일반 목적용 기계 제조업,34년 (1990년 설립),"1,224억 7,650만원",주식회사,"5,992만원",ijeng.com,6개,905명,570명,479명/474명
비엠티,"가전제품, 통신장비 및 부품 도매업",16년 (2008년 설립),-,주식회사,"4,248만원",-,1개,7명,7명,1명/0명
이아이디,,,,,,,,,,
기신정기,기타 특수 목적용 기계 제조업,36년 (1988년 설립),"1,118억 3,141만원",주식회사,"5,283만원",www.kishin.com,1개,436명,413명,75명/69명
이엠코리아,가공 공작기계 제조업,21년 (2003년 설립),"843억 5,369만원",주식회사,"5,899만원",www.yesemk.com,1개,72명,76명,8명/19명
KSS해운,그 외 기타 운송관련 서비스업,40년 (1984년 설립),-,주식회사,"6,670만원",www.kssline.com,3개,360명,61명,9명/23명
효성 ITX,시스템ㆍ응용 소프트웨어 개발 및 공급업,26년 (1998년 설립),-,주식회사,"4,235만원",www.itxai.com,1개,79명,78명,3명/1명
현우산업,"펌프 및 압축기 제조업; 탭, 밸브 및 유사 장치 제조 포함",26년 (1998년 설립),-,기타 법인,"3,882만원",-,1개,18명,18명,8명/9명
유나이티드,통신 판매업,5년 (2019년 설립),"85억 8,617만원",주식회사,"3,979만원",-,1개,21명,13명,7명/4명
케이알엠,엔지니어링 서비스업,26년 (1998년 설립),-,주식회사,"7,233만원",www.tamulm.com,1개,23명,45명,13명/20명
디아이씨,자동차용 신품 동력 전달장치 및 전기장치 제조업,4년 (2020년 설립),-,기타 법인,"5,182만원",-,1개,7명,9명,1명/2명
에스에너지,그 외 기타 사업 지원 서비스업,12년 (2012년 설립),"1,295억 100만원",주식회사,"15,344만원",www.gsenergy.co.kr,1개,202명,210명,19명/22명
성우전자,방송 및 무선 통신장비 제조업,37년 (1987년 설립),-,주식회사,"5,536만원",www.swei.co.kr,1개,93명,90명,24명/17명
엘엠에스,비철금속 주조업,8년 (2016년 설립),-,기타 법인,"5,131만원",-,1개,18명,88명,23명/14명
제이엠티,그 외 기타 운송관련 서비스업,16년 (2008년 설립),-,기타 법인,"3,902만원",-,1개,20명,5명,1명/2명
오디텍,가정용 전기 기기 제조업,12년 (2012년 설립),-,기타 법인,"3,493만원",-,2개,6명,6명,0명/0명
ISC,시스템ㆍ응용 소프트웨어 개발 및 공급업,6년 (2018년 설립),33억 774만원,주식회사,"5,472만원",-,1개,101명,33명,43명/14명
네오티스,인쇄회로기판 및 전자부품 실장기판 제조업,24년 (2000년 설립),"455억 8,785만원",주식회사,"4,362만원",www.neotis.co.kr,1개,213명,200명,75명/77명
미래나노텍,기타 전자 부품 제조업,22년 (2002년 설립),"3,164억 5,406만원",주식회사,"5,588만원",www.mntech.co.kr,1개,337명,442명,110명/209명
상보,통신 공사업,13년 (2011년 설립),"1,736억 2,411만원",주식회사,"6,435만원",www.idisglobal.com,1개,13명,418명,54명/68명
CJ제일제당,-,17년 (2007년 설립),"6조 7,960억 6,732만원",주식회사,"7,414만원",www.cj.co.kr,1개,"8,839명","8,670명","1,873명/1,617명"
바이오톡스텍,자연과학 연구개발업,24년 (2000년 설립),"326억 7,315만원",주식회사,"4,922만원",www.biotoxtech.com,1개,256명,223명,87명/62명
팬오션,외항 운송업,58년 (1966년 설립),"4조 692억 1,900만원",주식회사,"10,389만원",www.panocean.com,1개,790명,394명,19명/29명
옴니시스템,통신 공사업,27년 (1997년 설립),"686억 6,786만원",주식회사,"4,566만원",www.omnisystem.co.kr,2개,71명,52명,23명/17명
푸른기술,구조용 금속제품 제조업,3년 (2021년 설립),-,주식회사,"3,449만원",-,1개,7명,12명,2명/6명
웨이브일렉트로,방송 및 무선 통신장비 제조업,25년 (1999년 설립),"367억 2,276만원",주식회사,"5,646만원",www.wavetc.com,1개,116명,136명,24명/38명
빅솔론,엔지니어링 서비스업,22년 (2002년 설립),"871억 9,627만원",주식회사,"7,637만원",www.bixolon.com,1개,105명,119명,11명/11명
JW홀딩스,"의약품, 의료용품 및 화장품 도매업",17년 (2007년 설립),"841억 2,736만원",주식회사,"7,137만원",jw-holdings.co.kr,1개,152명,130명,32명/25명
S&K폴리텍,,,,,,,,,,
SK이노베이션,원유 정제처리업,17년 (2007년 설립),"3조 9,860억 6,837만원",주식회사,"14,887만원",www.SKinnovation.com,1개,"2,370명","1,533명",270명/211명
율호,시스템ㆍ응용 소프트웨어 개발 및 공급업,26년 (1998년 설립),"663억 8,903만원",주식회사,"7,511만원",www.neodian.co.kr,1개,33명,34명,12명/16명
갤럭시아머니트리,시스템ㆍ응용 소프트웨어 개발 및 공급업,30년 (1994년 설립),"941억 5,906만원",주식회사,"6,593만원",www.galaxiamoneytree.co.kr,1개,129명,143명,31명/36명
에코프로,기초 유기화학 물질 제조업,8년 (2016년 설립),"1조 4,861억 3,757만원",주식회사,"6,524만원",www.ecoprobm.co.kr,2개,"2,578명","1,420명",138명/305명
대산F&B,시스템ㆍ응용 소프트웨어 개발 및 공급업,7년 (2017년 설립),-,기타 법인,"5,882만원",-,1개,19명,33명,11명/25명
컴투스,기타 정보 기술 및 컴퓨터 운영 관련 서비스업,8년 (2016년 설립),"202억 8,737만원",주식회사,"6,032만원",-,1개,173명,193명,26명/37명
네오위즈,게임 소프트웨어 개발 및 공급업,17년 (2007년 설립),"2,160억 9,708만원",주식회사,"8,350만원",www.neowizgames.com,1개,993명,970명,217명/122명
삼성카드,그 외 기타 사업 지원 서비스업,10년 (2014년 설립),"1,079억 7,885만원",기타 법인,"5,772만원",-,1개,"1,210명","1,049명",146명/163명
앤씨앤,상품 종합 도매업,9년 (2015년 설립),-,,"4,396만원",-,1개,6명,,
엔텔스,시스템ㆍ응용 소프트웨어 개발 및 공급업,24년 (2000년 설립),"562억 3,231만원",주식회사,"6,111만원",www.ntels.com,1개,218명,211명,37명/21명
알루코,가공 공작기계 제조업,13년 (2011년 설립),-,기타 법인,"4,242만원",-,1개,12명,10명,4명/5명
풍강,육류 가공 및 저장 처리업,7년 (2017년 설립),-,주식회사,"3,049만원",-,1개,4명,4명,0명/0명
웅진씽크빅,서적 출판업,17년 (2007년 설립),"6,864억 9,745만원",주식회사,"4,227만원",www.wjthinkbig.com,3개,"2,103명","1,727명",620명/517명
동국제약,기초 의약 물질 및 생물학적 제제 제조업,56년 (1968년 설립),"5,153억 8,394만원",주식회사,"6,634만원",www.dkpharm.co.kr,1개,722명,"1,145명",280명/280명
케이프,시스템ㆍ응용 소프트웨어 개발 및 공급업,8년 (2016년 설립),"23억 7,148만원",주식회사,"5,536만원",-,1개,89명,94명,37명/37명
상신이디피,일차전지 및 축전지 제조업,29년 (1995년 설립),-,기타 법인,"4,084만원",-,1개,44명,40명,33명/32명
한라IMS,건물설비 설치 공사업,29년 (1995년 설립),"532억 2,986만원",주식회사,"5,405만원",www.hanlalevel.co.kr,2개,188명,194명,22명/36명
에프알텍,전기 공사업,24년 (2000년 설립),"215억 6,508만원",주식회사,"6,176만원",www.frtek.co.kr,1개,2명,45명,11명/15명
이엠텍,"냉ㆍ난방장치 및 철물, 수공구 도매업",4년 (2020년 설립),-,기타 법인,"4,853만원",-,1개,1명,3명,0명/0명
참좋은여행,여행사업,17년 (2007년 설립),"48억 5,907만원",주식회사,"4,071만원",www.verygoodtourcompany.com,1개,227명,332명,115명/165명
네오리진,시스템ㆍ응용 소프트웨어 개발 및 공급업,17년 (2007년 설립),"206억 4,510만원",주식회사,"7,148만원",www.kornicglory.co.kr,1개,21명,12명,1명/8명
LS증권,증권 및 선물 중개업,25년 (1999년 설립),-,주식회사,"11,853만원",www.ebestsec.co.kr,1개,544명,543명,31명/34명
매커스,기타 기계 및 장비 도매업,18년 (2006년 설립),-,주식회사,"11,834만원",www.makus.co.kr,1개,48명,45명,5명/3명
나노캠텍,"측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업",25년 (1999년 설립),"204억 8,985만원",주식회사,"4,581만원",www.nanosbiz.com,1개,58명,48명,20명/14명
네오팜,"과실, 채소 가공 및 저장 처리업",10년 (2014년 설립),-,주식회사,"3,965만원",-,1개,3명,4명,1명/0명
오스코텍,완제 의약품 제조업,26년 (1998년 설립),"38억 9,432만원",주식회사,"4,840만원",www.oscotec.com,1개,35명,39명,4명/5명
켐트로닉스,기초 유기화학 물질 제조업,27년 (1997년 설립),"3,866억 2,610만원",주식회사,"4,204만원",www.chemtronics.co.kr,1개,509명,532명,79명/136명
제이스텍,기타 일반 목적용 기계 제조업,29년 (1995년 설립),"815억 5,274만원",주식회사,"6,754만원",www.astjetec.co.kr,1개,263명,276명,44명/53명
동아엘텍,"측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업",25년 (1999년 설립),"1,191억 13만원",주식회사,"6,842만원",www.dongaeltek.co.kr,2개,145명,148명,8명/13명
메타랩스,그 외 기타 정보 서비스업,11년 (2013년 설립),"91억 1,425만원",,"4,462만원",-,1개,206명,,
후성,자동차용 기타 신품 부품 제조업,28년 (1996년 설립),"1,196억 296만원",기타 법인,"5,171만원",-,1개,201명,203명,31명/39명
휴온스글로벌,그 외 기타 금융업,37년 (1987년 설립),"321억 9,403만원",주식회사,"6,689만원",www.huonsglobal.com,1개,114명,120명,44명/42명
케이씨티,공학 연구개발업,23년 (2001년 설립),-,기타 법인,"4,866만원",-,1개,220명,230명,40명/51명
파트론,그 외 기타 사업 지원 서비스업,21년 (2003년 설립),"1조 2,217억 2,080만원",주식회사,"5,832만원",www.partron.co.kr,1개,525명,535명,65명/71명
유니테스트,"측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업",24년 (2000년 설립),"1,066억 267만원",주식회사,"6,015만원",www.uni-test.com,1개,206명,196명,29명/24명
휴림로봇,기타 전자 부품 제조업,26년 (1998년 설립),"265억 6,011만원",주식회사,"4,434만원",www.dstrobot.com,1개,81명,63명,26명/9명
LF,시스템ㆍ응용 소프트웨어 개발 및 공급업,15년 (2009년 설립),"173억 2,663만원",기타 법인,"6,032만원",-,1개,154명,191명,13명/22명
에스에이티,반도체 및 디스플레이 제조용 기계 제조업,12년 (2012년 설립),-,기타 법인,"5,363만원",-,1개,4명,5명,0명/0명
큐에스아이,"측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업",1년 (2023년 설립),-,기타 법인,"4,366만원",-,1개,3명,6명,1명/7명
멀티캠퍼스,그 외 기타 교육기관,24년 (2000년 설립),"2,958억 2,226만원",주식회사,"3,920만원",www.multicampus.com,1개,893명,880명,183명/163명
주연테크,조명장치 제조업,6년 (2018년 설립),-,기타 법인,"3,928만원",-,1개,4명,5명,2명/4명
코스맥스비티아이,,,,,,,,,,
코세스,간판 및 광고물 제조업,15년 (2009년 설립),-,주식회사,"2,762만원",-,1개,6명,4명,1명/0명
인천도시가스,연료용 가스 제조 및 배관공급업,41년 (1983년 설립),"7,813억 3,700만원",주식회사,"8,722만원",www.icgas.co.kr,1개,196명,196명,10명/9명
성창오토텍,자동차용 기타 신품 부품 제조업,28년 (1996년 설립),"864억 1,502만원",주식회사,"4,669만원",www.sc-autotech.com,1개,172명,120명,111명/61명
넥스턴바이오,자연과학 연구개발업,3년 (2021년 설립),-,기타 법인,"3,346만원",-,1개,7명,6명,1명/1명
제이티,"영화, 비디오물 및 방송 프로그램 제작업",13년 (2011년 설립),"3,635억 3,238만원",주식회사,"7,100만원",www.jtbc.co.kr/,1개,464명,422명,143명/55명
아이윈,기타 전기장비 제조업,25년 (1999년 설립),-,주식회사,"5,141만원",www.kwangjinwintec.com,1개,63명,64명,3명/3명
이녹스,1차 금속제품 및 금속광물 도매업,10년 (2014년 설립),-,기타 법인,"5,586만원",-,1개,5명,5명,2명/2명
삼정펄프,기타 종이 및 판지 제품 제조업,50년 (1974년 설립),"1,381억 3,718만원",주식회사,"6,204만원",www.sjpulp.com,2개,140명,82명,15명/16명
KEC,통신 판매업,5년 (2019년 설립),-,주식회사,"4,292만원",-,1개,8명,12명,4명/5명
KPX홀딩스,그 외 기타 사업 지원 서비스업,18년 (2006년 설립),-,주식회사,"8,431만원",www.kpxholdings.com,1개,22명,22명,1명/3명
THE E&M,광고 대행업,5년 (2019년 설립),-,,"3,260만원",-,1개,7명,,
바텍,경영 컨설팅 및 공공 관계 서비스업,19년 (2005년 설립),"75억 5,076만원",기타 법인,"5,614만원",-,1개,68명,57명,22명/17명
MDS테크,시스템ㆍ응용 소프트웨어 개발 및 공급업,26년 (1998년 설립),-,주식회사,"5,204만원",www.mdstech.co.kr,2개,127명,139명,22명/31명
HDC현대EP,화학 물질 및 화학제품 도매업,24년 (2000년 설립),-,주식회사,"6,421만원",www.hdc-hyundaiep.com/,2개,210명,386명,29명/42명
루멘스,"다이오드, 트랜지스터 및 유사 반도체 소자 제조업",28년 (1996년 설립),"1,297억 5,884만원",주식회사,"5,895만원",www.lumens.co.kr,1개,100명,94명,11명/12명
세원이앤씨,-,6년 (2018년 설립),-,기타 법인,"4,170만원",-,2개,3명,7명,1명/1명
CSA 코스믹,기타 광고업,13년 (2011년 설립),"13억 7,099만원",기타 법인,"4,826만원",-,1개,11명,15명,4명/3명
티엘아이,엔지니어링 서비스업,26년 (1998년 설립),"290억 1,265만원",주식회사,"11,858만원",www.tli.co.kr,1개,78명,104명,17명/25명
한국전자금융,그 외 기타 사업 지원 서비스업,24년 (2000년 설립),"2,594억 3,500만원",주식회사,"6,321만원",www.nicetcm.co.kr,2개,551명,446명,115명/54명
쇼박스,영화 및 비디오물 상영업,25년 (1999년 설립),"506억 7,608만원",주식회사,"8,154만원",www.showbox.co.kr,1개,60명,58명,11명/12명
팬엔터테인먼트,"영화, 비디오물 및 방송 프로그램 제작업",26년 (1998년 설립),"253억 2,081만원",주식회사,"4,906만원",www.thepan.co.kr,2개,27명,24명,4명/3명
인포뱅크,시스템ㆍ응용 소프트웨어 개발 및 공급업,29년 (1995년 설립),"1,010억 2,747만원",주식회사,"6,284만원",www.infobank.net,2개,173명,178명,25명/35명
노루페인트,"잉크, 페인트, 코팅제 및 유사제품 제조업",18년 (2006년 설립),"6,469억 5,292만원",주식회사,"8,101만원",-,1개,790명,790명,74명/92명
아모레퍼시픽,"의약품, 의료용품 및 화장품 도매업",18년 (2006년 설립),"3조 4,752억 3,278만원",주식회사,"7,567만원",www.apgroup.com,2개,0명,"4,521명",883명/826명
아이오케이,"영화, 비디오물 및 방송 프로그램 제작업",4년 (2020년 설립),-,,"3,147만원",-,2개,32명,,
동우팜투테이블,도축업,31년 (1993년 설립),-,주식회사,"4,874만원",dongwoofarmtotable.com,1개,550명,451명,114명/118명
롯데관광개발,일반 및 생활 숙박시설 운영업,53년 (1971년 설립),-,주식회사,"4,379만원",lottetour.com,1개,950명,672명,329명/278명
평화산업,재생용 재료 및 기타 상품 전문 도매업,9년 (2015년 설립),-,기타 법인,"3,296만원",-,1개,2명,5명,0명/0명
우진플라임,보육시설 운영업,7년 (2017년 설립),-,개인,"3,891만원",-,1개,4명,4명,2명/3명
팅크웨어,"컴퓨터 및 주변장치, 소프트웨어 도매업",9년 (2015년 설립),-,주식회사,"5,359만원",-,1개,18명,57명,12명/34명
신세계I&C,,,,,,,,,,
진바이오텍,동물용 사료 및 조제식품 제조업,24년 (2000년 설립),-,주식회사,"4,266만원",www.genebiotech.co.kr,1개,42명,40명,8명/8명
진도,1차 금속제품 및 금속광물 도매업,26년 (1998년 설립),-,기타 법인,"3,662만원",-,1개,4명,3명,2명/1명
에이스테크,기타 전자 부품 제조업,18년 (2006년 설립),"1,383억 6,446만원",주식회사,"5,921만원",www.aceantenna.co.kr/kor/,1개,197명,65명,41명/9명
롯데쇼핑,대형 종합 소매업,23년 (2001년 설립),-,주식회사,"3,383만원",-,1개,"3,567명","3,216명",738명/665명
셀트리온제약,,,,,,,,,,
GST,시스템ㆍ응용 소프트웨어 개발 및 공급업,2년 (2022년 설립),-,,-,-,1개,1명,,
에너토크,"측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업",37년 (1987년 설립),225억 943만원,주식회사,"4,056만원",www.enertork.com,2개,80명,74명,16명/19명
제우스,시스템ㆍ응용 소프트웨어 개발 및 공급업,26년 (1998년 설립),"169억 9,428만원",주식회사,"3,289만원",www.bflysoft.co.kr,1개,73명,102명,14명/35명
뉴프렉스,기타 전자 부품 제조업,24년 (2000년 설립),"1,801억 2,086만원",주식회사,"4,404만원",www.newflex.co.kr,1개,275명,152명,134명/27명
유진테크,반도체 및 디스플레이 제조용 기계 제조업,24년 (2000년 설립),"2,897억 9,890만원",주식회사,"8,963만원",www.eugenetech.co.kr,1개,312명,299명,29명/19명
바이오니아,의료용품 및 기타 의약 관련제품 제조업,32년 (1992년 설립),"1,272억 6,014만원",주식회사,"4,052만원",www.bioneer.co.kr,2개,457명,609명,137명/138명
헬릭스미스,자연과학 연구개발업,28년 (1996년 설립),"28억 1,199만원",주식회사,"4,382만원",helixmith.com,1개,88명,97명,52명/77명
인콘,교육 지원 서비스업,7년 (2017년 설립),-,,"3,907만원",-,1개,7명,,
차바이오텍,자연과학 연구개발업,9년 (2015년 설립),-,기타 법인,"4,797만원",-,1개,201명,226명,54명/67명
현대글로비스,그 외 기타 운송관련 서비스업,23년 (2001년 설립),"17조 5,727억 195만원",주식회사,"9,222만원",www.glovis.net,7개,"2,199명","2,043명",276명/306명
대봉엘에스,완제 의약품 제조업,38년 (1986년 설립),"651억 3,662만원",주식회사,"5,143만원",www.daebongls.co.kr,1개,118명,111명,41명/33명
와이엔텍,전기 공급 및 제어장치 제조업,2년 (2022년 설립),-,기타 법인,"3,369만원",-,1개,4명,5명,0명/0명
케이엠,게임 소프트웨어 개발 및 공급업,1년 (2023년 설립),-,주식회사,"4,970만원",-,1개,0명,48명,15명/13명
하나금융지주,그 외 기타 금융업,19년 (2005년 설립),-,주식회사,"15,070만원",www.hanafn.com,1개,127명,127명,31명/28명
제일연마,"철물, 공구, 창호 및 건설자재 소매업",13년 (2011년 설립),-,,"2,674만원",-,1개,3명,,
모다이노칩,영화 및 비디오물 상영업,24년 (2000년 설립),"1,429억 7,337만원",주식회사,"4,089만원",www.innochips.co.kr,13개,329명,207명,85명/98명
비에이치아이,"전동기, 발전기 및 전기 변환장치 제조업",26년 (1998년 설립),"2,334억 5,810만원",주식회사,"6,218만원",www.bhi.co.kr,1개,448명,410명,58명/94명
케스피온,"텔레비전, 비디오 및 기타 영상 기기 제조업",26년 (1998년 설립),-,주식회사,"5,748만원",www.kespion.co.kr,1개,68명,47명,26명/6명
현대리바트,목재 가구 제조업,25년 (1999년 설립),"1조 3,860억 3,827만원",주식회사,"6,285만원",www.hyundailivart.co.kr,3개,876명,838명,113명/145명
비보존 제약,시스템ㆍ응용 소프트웨어 개발 및 공급업,9년 (2015년 설립),"37억 2,813만원",주식회사,"4,958만원",-,1개,11명,13명,4명/5명
자연과환경,구조용 금속제품 제조업,12년 (2012년 설립),-,기타 법인,"4,380만원",-,1개,34명,32명,7명/6명
와토스코리아,기타 플라스틱 제품 제조업,27년 (1997년 설립),-,주식회사,"3,883만원",www.watos.com,1개,107명,90명,16명/6명
대한제강,1차 금속제품 및 금속광물 도매업,8년 (2016년 설립),-,기타 법인,"5,852만원",-,1개,4명,4명,0명/0명
폴라리스오피스,시스템ㆍ응용 소프트웨어 개발 및 공급업,27년 (1997년 설립),"181억 8,766만원",주식회사,"5,513만원",www.polarisofficecorp.com,1개,143명,156명,28명/44명
휴림에이텍,"카펫, 마루덮개 및 유사 제품 제조업",31년 (1993년 설립),-,주식회사,"4,518만원",www.diac.co.kr,1개,83명,73명,13명/15명
서린바이오,화학 물질 및 화학제품 도매업,30년 (1994년 설립),"761억 7,438만원",주식회사,"5,837만원",www.seoulin.co.kr,1개,98명,111명,16명/18명
새론오토모티브,자동차 차체용 신품 부품 제조업,25년 (1999년 설립),-,주식회사,"6,354만원",www.saeronauto.co.kr,1개,294명,290명,32명/34명
그린케미칼,기초 유기화학 물질 제조업,21년 (2003년 설립),"3,249억 2,700만원",주식회사,"7,209만원",www.korgc.com,1개,179명,196명,27명/51명
가비아,시스템ㆍ응용 소프트웨어 개발 및 공급업,25년 (1999년 설립),"718억 7,325만원",주식회사,"5,785만원",www.gabia.com,1개,357명,372명,44명/61명
덕산하이메탈,기타 전자 부품 제조업,25년 (1999년 설립),"680억 1,150만원",주식회사,"4,914만원",www.dshm.co.kr,1개,215명,230명,73명/90명
아바코,기타 개인 및 가정용품 임대업,6년 (2018년 설립),"21억 1,586만원",주식회사,"3,566만원",-,1개,14명,15명,4명/4명
하나마이크론,"다이오드, 트랜지스터 및 유사 반도체 소자 제조업",23년 (2001년 설립),-,주식회사,"5,594만원",www.hanamicron.co.kr,1개,957명,917명,223명/192명
엘오티베큠,기타 일반 목적용 기계 제조업,22년 (2002년 설립),"2,461억 6,881만원",주식회사,"6,040만원",www.lotvacuum.com,1개,472명,487명,123명/39명
코스나인,기계장비 조립용 플라스틱제품 제조업,23년 (2001년 설립),-,주식회사,"3,936만원",cosnine.com,1개,51명,58명,19명/31명
이상네트웍스,"도장, 도배 및 내장 공사업",24년 (2000년 설립),"291억 5,560만원",주식회사,"6,102만원",www.e-sang.net,1개,1명,48명,8명/12명
대상홀딩스,경영 컨설팅 및 공공 관계 서비스업,19년 (2005년 설립),"278억 5,206만원",주식회사,"9,248만원",-,1개,38명,47명,6명/8명
코아스,목재 가구 제조업,32년 (1992년 설립),"1,093억 1,958만원",주식회사,"4,820만원",www.ikoas.com,2개,228명,156명,105명/80명
메디포스트,의료용품 및 기타 의약 관련제품 제조업,24년 (2000년 설립),"549억 1,496만원",주식회사,"2,977만원",www.medi-post.co.kr,1개,275명,296명,47명/68명
우리바이오,"의약품, 의료용 기구, 화장품 및 방향제 소매업",18년 (2006년 설립),-,기타 법인,"4,015만원",-,1개,3명,6명,0명/0명
모두투어,여행사업,35년 (1989년 설립),"40억 8,472만원",주식회사,"6,189만원",www.modetour.co.kr,1개,594명,596명,59명/118명
이월드,"의약품, 의료용품 및 화장품 도매업",6년 (2018년 설립),비공개,주식회사,비공개,cnkcosmetics.co.kr,1개,비공개,비공개,비공개
동양고속,"그 외 기타 전문, 과학 및 기술 서비스업",7년 (2017년 설립),-,주식회사,"5,455만원",-,1개,6명,6명,0명/0명
한미반도체,기타 특수 목적용 기계 제조업,44년 (1980년 설립),"3,717억 4,089만원",주식회사,"6,060만원",www.hanmisemi.com,1개,647명,658명,60명/106명
가온그룹,방송 및 무선 통신장비 제조업,23년 (2001년 설립),-,주식회사,"8,047만원",www.kaonmedia.com,1개,283명,269명,75명/74명
쏠리드,시스템ㆍ응용 소프트웨어 개발 및 공급업,17년 (2007년 설립),-,기타 법인,"4,753만원",-,1개,23명,17명,2명/1명
동일산업,건축용 플라스틱제품 제조업,3년 (2021년 설립),-,기타 법인,"4,745만원",-,1개,31명,25명,16명/9명
옵트론텍,사진장비 및 광학기기 제조업,25년 (1999년 설립),"1,107억 5,006만원",주식회사,"5,362만원",www.optrontec.com,1개,135명,115명,104명/20명
젬백스,"생활용 섬유제품, 의복, 의복 액세서리 및 모피제품 도매업",24년 (2000년 설립),"1,097억 2,001만원",주식회사,"5,117만원",www.gemvaxlink.com,1개,95명,125명,8명/24명
삼호개발,기반조성 관련 전문공사업,48년 (1976년 설립),-,주식회사,"6,475만원",www.samhodev.co.kr/,2개,"1,654명",249명,78명/77명
금호타이어,자동차 수리 및 세차업,11년 (2013년 설립),-,기타 법인,"2,927만원",-,1개,9명,7명,4명/2명
이노와이어리스,통신 공사업,24년 (2000년 설립),"611억 7,583만원",주식회사,"6,634만원",www.innowireless.co.kr,2개,356명,370명,23명/36명
인베니아,기타 일반 목적용 기계 제조업,23년 (2001년 설립),"1,342억 2,518만원",주식회사,"7,172만원",www.inveniacorp.com,1개,152명,93명,44명/24명
동양이엔피,전기 공사업,37년 (1987년 설립),"4,849억 9,293만원",주식회사,"6,255만원",www.dyenp.com,1개,10명,355명,61명/53명
제주반도체,전자집적회로 제조업,24년 (2000년 설립),"1,765억 9,927만원",주식회사,"6,801만원",www.jeju-semi.com,1개,107명,127명,8명/22명
한창산업,"금속 열처리, 도금 및 기타 금속 가공업",6년 (2018년 설립),-,기타 법인,"3,571만원",-,1개,16명,12명,4명/1명
디이엔티,"측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업",23년 (2001년 설립),"420억 3,518만원",주식회사,"3,379만원",www.i-det.com,1개,122명,160명,46명/83명
에스엔유,"방직용 섬유, 실 및 직물 도매업",22년 (2002년 설립),-,기타 법인,"4,924만원",-,1개,5명,4명,1명/0명
서산,,,,,,,,,,
