회사,표준산업분류,연혁,매출액,기업유형,평균연봉,홈페이지,고용보험 사업장 수,고용보험 가입 사원수,국민연금 가입 사원수,퇴사/입사 (1년)
크래프트테크놀로지스,시스템ㆍ응용 소프트웨어 개발 및 공급업,8년 (2016년 설립),23억 770만원,기타 법인,"5,576만원",-,1개,65명,85명,28명/40명
담화컴퍼니,통신 판매업,5년 (2019년 설립),"9억 1,556만원",,"4,153만원",-,1개,27명,,
애쓰지마,시스템ㆍ응용 소프트웨어 개발 및 공급업,4년 (2020년 설립),-,주식회사,"2,489만원",-,1개,10명,14명,14명/3명
위대한상상,통신 판매업,13년 (2011년 설립),-,주식회사,"5,585만원",-,1개,"1,360명","1,061명",504명/148명
드림어스컴퍼니,시스템ㆍ응용 소프트웨어 개발 및 공급업,25년 (1999년 설립),"2,396억 1,661만원",주식회사,"5,652만원",dreamuscompany.com,1개,341명,325명,73명/63명
더블엔씨,포털 및 기타 인터넷 정보 매개 서비스업,5년 (2019년 설립),"178억 9,975만원",주식회사,"4,234만원",-,2개,27명,29명,5명/9명
인포그린,그 외 기타 정보 서비스업,6년 (2018년 설립),-,주식회사,"3,286만원",-,1개,7명,10명,1명/2명
클래스유,시스템ㆍ응용 소프트웨어 개발 및 공급업,8년 (2016년 설립),-,주식회사,"4,345만원",-,1개,50명,32명,35명/24명
미트박스글로벌,식료품 소매업,10년 (2014년 설립),"317억 4,225만원",주식회사,"5,656만원",-,1개,75명,94명,31명/44명
버즈니,시스템ㆍ응용 소프트웨어 개발 및 공급업,16년 (2008년 설립),"82억 6,480만원",주식회사,"5,932만원",-,1개,84명,65명,10명/16명
디앤씨미디어,서적 출판업,12년 (2012년 설립),"255억 7,299만원",주식회사,"3,176만원",www.dncmedia.co.kr,2개,49명,100명,25명/80명
위버스마인드,시스템ㆍ응용 소프트웨어 개발 및 공급업,15년 (2009년 설립),"560억 7,368만원",주식회사,"4,069만원",-,1개,74명,88명,38명/47명
네이버,여행사업,3년 (2021년 설립),-,주식회사,"5,043만원",-,1개,15명,41명,6명/20명
로민,시스템ㆍ응용 소프트웨어 개발 및 공급업,2년 (2022년 설립),"9억 6,010만원",주식회사,"5,313만원",-,1개,34명,48명,11명/29명
히든뉴스,시스템ㆍ응용 소프트웨어 개발 및 공급업,4년 (2020년 설립),-,주식회사,"4,879만원",-,1개,2명,3명,1명/1명
하이브아이엠,게임 소프트웨어 개발 및 공급업,2년 (2022년 설립),-,주식회사,"6,032만원",-,1개,94명,256명,29명/102명
만월경,기타 무점포 소매업,3년 (2021년 설립),-,주식회사,"3,711만원",-,1개,3명,49명,25명/51명
에스오에스랩,공학 연구개발업,8년 (2016년 설립),"11억 4,795만원",기타 법인,"5,742만원",-,2개,64명,87명,15명/36명
임팩티브에이아이,경영 컨설팅 및 공공 관계 서비스업,3년 (2021년 설립),비공개,기타 법인,비공개,-,1개,비공개,비공개,비공개
카페24,시스템ㆍ응용 소프트웨어 개발 및 공급업,25년 (1999년 설립),"1,952억 4,858만원",주식회사,"7,108만원",www.cafe24.com,1개,"1,184명","1,011명",166명/47명
오케스트로,시스템ㆍ응용 소프트웨어 개발 및 공급업,6년 (2018년 설립),"135억 9,122만원",기타 법인,"4,890만원",-,1개,299명,496명,172명/353명
매스어답션,포털 및 기타 인터넷 정보 매개 서비스업,3년 (2021년 설립),비공개,주식회사,비공개,https://vircle.co.kr,1개,비공개,비공개,비공개
그레이박스,시스템ㆍ응용 소프트웨어 개발 및 공급업,1년 (2023년 설립),-,,-,-,1개,3명,,
신스타프리젠츠,기타 기계 및 장비 도매업,5년 (2019년 설립),-,기타 법인,"4,949만원",-,1개,18명,20명,9명/10명
산타,시스템ㆍ응용 소프트웨어 개발 및 공급업,10년 (2014년 설립),"52억 9,060만원",주식회사,"5,515만원",-,1개,135명,61명,106명/34명
이큐브랩,그 외 기타 금속 가공제품 제조업,13년 (2011년 설립),"16억 3,146만원",주식회사,"4,092만원",-,2개,45명,43명,42명/38명
세나클소프트,시스템ㆍ응용 소프트웨어 개발 및 공급업,5년 (2019년 설립),비공개,주식회사,비공개,https://www.cenacle.com,1개,비공개,비공개,비공개
엠지알브이,부동산 관리업,6년 (2018년 설립),"32억 1,425만원",주식회사,"5,386만원",-,1개,68명,77명,48명/36명
라이드,시스템ㆍ응용 소프트웨어 개발 및 공급업,12년 (2012년 설립),"796억 1,015만원",주식회사,"8,666만원",https://nbt.com/,1개,63명,74명,25명/28명
플라잎,시스템ㆍ응용 소프트웨어 개발 및 공급업,4년 (2020년 설립),"9,043만원",기타 법인,"5,852만원",-,1개,6명,22명,10명/13명
보살핌,기타 비거주 복지 서비스업,3년 (2021년 설립),-,주식회사,"5,002만원",-,1개,10명,9명,8명/5명
아데나소프트웨어,시스템ㆍ응용 소프트웨어 개발 및 공급업,8년 (2016년 설립),"239억 3,640만원",기타 법인,"5,208만원",-,1개,102명,130명,17명/28명
휴레이포지티브,시스템ㆍ응용 소프트웨어 개발 및 공급업,14년 (2010년 설립),35억 650만원,주식회사,"5,309만원",-,2개,116명,97명,49명/41명
씨그로,시스템ㆍ응용 소프트웨어 개발 및 공급업,3년 (2021년 설립),-,,"3,971만원",-,1개,16명,,
코코지,"음반 및 비디오물, 악기, 오락 및 경기용품 도매업",4년 (2020년 설립),비공개,주식회사,비공개,https://www.kokozi.house/index.html,1개,비공개,비공개,비공개
바이포엠스튜디오,광고 대행업,7년 (2017년 설립),-,주식회사,"4,561만원",-,2개,59명,44명,30명/20명
우주문방구,시스템ㆍ응용 소프트웨어 개발 및 공급업,3년 (2021년 설립),-,주식회사,"4,920만원",-,1개,13명,7명,9명/2명
룩코,시스템ㆍ응용 소프트웨어 개발 및 공급업,4년 (2020년 설립),"2,700만원",주식회사,"3,892만원",-,1개,28명,23명,20명/14명
메타크래프트,그 외 기타 정보 서비스업,3년 (2021년 설립),"226억 9,509만원",주식회사,"3,808만원",https://we.novelpia.com/,1개,128명,82명,73명/20명
펄핏,시스템ㆍ응용 소프트웨어 개발 및 공급업,7년 (2017년 설립),"4억 6,580만원",,"5,690만원",-,1개,27명,,
지지큐컴퍼니,시스템ㆍ응용 소프트웨어 개발 및 공급업,5년 (2019년 설립),-,주식회사,"5,269만원",https://company.ggq.gg/,1개,37명,28명,25명/16명
와이어트,시스템ㆍ응용 소프트웨어 개발 및 공급업,24년 (2000년 설립),"624억 4,611만원",주식회사,"4,829만원",-,1개,169명,215명,63명/119명
엔씽,시스템ㆍ응용 소프트웨어 개발 및 공급업,10년 (2014년 설립),"5억 7,228만원",,"4,016만원",-,1개,64명,,
단비교육,일반 교습학원,8년 (2016년 설립),"933억 5,734만원",주식회사,"4,388만원",-,1개,223명,355명,92명/159명
플리더스,그 외 기타 정보 서비스업,2년 (2022년 설립),-,,-,-,1개,7명,,
비나우,통신 판매업,3년 (2021년 설립),-,,-,-,1개,5명,,
캐스팅엔,그 외 기타 정보 서비스업,9년 (2015년 설립),"21억 7,825만원",주식회사,"4,848만원",-,1개,15명,28명,13명/22명
스탠다드에너지,일차전지 및 축전지 제조업,11년 (2013년 설립),1억 384만원,기타 법인,"5,029만원",-,1개,107명,173명,72명/89명
브이투브이,소화물 전문 운송업,3년 (2021년 설립),-,기타 법인,"4,768만원",-,1개,96명,54명,69명/34명
사이오닉에이아이,시스템ㆍ응용 소프트웨어 개발 및 공급업,1년 (2023년 설립),-,기타 법인,"5,359만원",-,1개,5명,20명,4명/22명
알리콘,,,,,,,,,,
체커,시스템ㆍ응용 소프트웨어 개발 및 공급업,7년 (2017년 설립),37억 600만원,주식회사,"5,932만원",www.querypie.com,1개,69명,93명,4명/7명
뉴로핏,시스템ㆍ응용 소프트웨어 개발 및 공급업,8년 (2016년 설립),"1억 1,888만원",기타 법인,"6,032만원",https://www.neurophet.com/,1개,81명,129명,27명/67명
스포트라이트글로벌,포털 및 기타 인터넷 정보 매개 서비스업,1년 (2023년 설립),-,기타 법인,"3,084만원",-,1개,1명,6명,1명/5명
도르코퍼레이션,포털 및 기타 인터넷 정보 매개 서비스업,2년 (2022년 설립),-,기타 법인,"4,721만원",-,1개,4명,5명,2명/1명
렌트리,시스템ㆍ응용 소프트웨어 개발 및 공급업,2년 (2022년 설립),-,주식회사,"4,932만원",-,1개,4명,17명,5명/15명
여기우리,시스템ㆍ응용 소프트웨어 개발 및 공급업,2년 (2022년 설립),-,,"2,038만원",-,1개,8명,,
누트컴퍼니,시스템ㆍ응용 소프트웨어 개발 및 공급업,6년 (2018년 설립),"9,137만원",주식회사,"5,376만원",www.webudding.com,1개,13명,20명,6명/12명
세이지리서치,시스템ㆍ응용 소프트웨어 개발 및 공급업,6년 (2018년 설립),"23억 2,208만원",기타 법인,"5,932만원",-,1개,48명,54명,8명/10명
바카티오,시스템ㆍ응용 소프트웨어 개발 및 공급업,2년 (2022년 설립),-,주식회사,"2,800만원",-,1개,5명,7명,8명/8명
디버,시스템ㆍ응용 소프트웨어 개발 및 공급업,24년 (2000년 설립),"383억 7,416만원",주식회사,"3,715만원",www.samg.net,1개,302명,301명,118명/98명
알앤원,시스템ㆍ응용 소프트웨어 개발 및 공급업,3년 (2021년 설립),-,주식회사,"3,222만원",-,1개,12명,10명,18명/14명
킥더허들,-,6년 (2018년 설립),"90억 7,540만원",주식회사,"3,912만원",www.kthd.co.kr,1개,126명,113명,81명/59명
스토어링크,시스템ㆍ응용 소프트웨어 개발 및 공급업,4년 (2020년 설립),-,주식회사,"3,932만원",-,1개,67명,69명,31명/32명
오오칠팔구,시스템ㆍ응용 소프트웨어 개발 및 공급업,2년 (2022년 설립),-,,"2,115만원",-,1개,4명,,
정션메드,시스템ㆍ응용 소프트웨어 개발 및 공급업,2년 (2022년 설립),-,주식회사,"2,933만원",-,1개,3명,6명,1명/5명
일만백만,시스템ㆍ응용 소프트웨어 개발 및 공급업,2년 (2022년 설립),-,기타 법인,"3,841만원",-,1개,11명,28명,9명/25명
트레드링스,시스템ㆍ응용 소프트웨어 개발 및 공급업,9년 (2015년 설립),"8억 4,943만원",주식회사,"5,932만원",https://www.tradlinx.com,1개,28명,50명,12명/17명
팀모노리스,시스템ㆍ응용 소프트웨어 개발 및 공급업,2년 (2022년 설립),-,주식회사,"4,149만원",-,1개,7명,19명,3명/11명
퓨쳐스콜레,시스템ㆍ응용 소프트웨어 개발 및 공급업,5년 (2019년 설립),"6억 5,073만원",주식회사,"5,464만원",-,1개,19명,24명,4명/8명
스페이스오디티,광고 대행업,7년 (2017년 설립),"26억 7,184만원",주식회사,"5,121만원",-,1개,24명,23명,20명/17명
커넥트웨이브,시스템ㆍ응용 소프트웨어 개발 및 공급업,22년 (2002년 설립),-,주식회사,"3,138만원",www.danawa.com,3개,826명,696명,205명/564명
마음에이아이,기타 정보 기술 및 컴퓨터 운영 관련 서비스업,10년 (2014년 설립),-,주식회사,"6,607만원",maum.ai,1개,129명,152명,70명/111명
액션파워,게임 소프트웨어 개발 및 공급업,8년 (2016년 설립),비공개,주식회사,비공개,-,1개,비공개,비공개,비공개
오이스터에이블,시스템ㆍ응용 소프트웨어 개발 및 공급업,5년 (2019년 설립),"14억 5,404만원",주식회사,"4,301만원",-,1개,28명,24명,18명/10명
셀러허브,그 외 기타 정보 서비스업,12년 (2012년 설립),120억 313만원,주식회사,"4,719만원",-,1개,57명,84명,29명/56명
스마일벤처스,상품 종합 도매업,7년 (2017년 설립),45억 511만원,,"3,675만원",-,1개,55명,,
리턴제로,시스템ㆍ응용 소프트웨어 개발 및 공급업,6년 (2018년 설립),"1억 4,428만원",주식회사,"4,787만원",-,1개,34명,35명,13명/20명
집닥,그 외 기타 정보 서비스업,9년 (2015년 설립),"60억 7,684만원",,"4,544만원",-,2개,68명,,
하이브,통신 판매업,4년 (2020년 설립),"2,394억 107만원",주식회사,"6,032만원",-,1개,0명,412명,48명/110명
더브이씨,그 외 기타 정보 서비스업,8년 (2016년 설립),"1억 8,702만원",주식회사,"5,060만원",-,1개,5명,11명,4명/4명
유비스랩,시스템ㆍ응용 소프트웨어 개발 및 공급업,5년 (2019년 설립),-,주식회사,"3,131만원",-,1개,7명,8명,7명/5명
펫피플,그 외 기타 정보 서비스업,7년 (2017년 설립),"11억 6,510만원",,"3,740만원",-,1개,10명,,
메이크어스,컴퓨터 프로그래밍 서비스업,10년 (2014년 설립),"99억 7,593만원",주식회사,"4,779만원",-,2개,49명,37명,22명/14명
