회사,표준산업분류,연혁,매출액,기업유형,평균연봉,홈페이지,고용보험 사업장 수,고용보험 가입 사원수,국민연금 가입 사원수,퇴사/입사 (1년)
한진,수상 운송 지원 서비스업,10년 (2014년 설립),-,기타 법인,"6,032만원",-,1개,135명,135명,6명/9명
한국수출포장공업,골판지 및 골판지 가공제품 제조업,27년 (1997년 설립),-,기타 법인,"5,210만원",-,1개,93명,93명,23명/21명
현대자동차,시스템ㆍ응용 소프트웨어 개발 및 공급업,4년 (2020년 설립),-,,-,-,1개,5명,,
모나미,기타 종이 및 판지 제품 제조업,57년 (1967년 설립),"973억 9,497만원",주식회사,"5,041만원",www.monami.com,1개,217명,137명,90명/46명
한화솔루션,기타 전기장비 제조업,4년 (2020년 설립),-,기타 법인,"6,082만원",-,1개,"1,700명","1,896명",312명/582명
아세아,직물제품 제조업,5년 (2019년 설립),-,주식회사,"3,753만원",-,1개,68명,21명,33명/18명
카프로,기초 유기화학 물질 제조업,55년 (1969년 설립),-,주식회사,"8,170만원",www.hcccapro.co.kr,1개,9명,-,-
롯데지주,그 외 기타 금융업,57년 (1967년 설립),"2,513억 5,598만원",주식회사,"14,973만원",www.lotte.co.kr,1개,271명,301명,40명/55명
대한방직,부동산 임대업,29년 (1995년 설립),-,기타 법인,"5,852만원",-,1개,8명,7명,0명/0명
서울식품공업,-,69년 (1955년 설립),"643억 4,940만원",주식회사,"4,402만원",seoul-food.co.kr,1개,221명,210명,38명/42명
아이에이치큐,"그 외 기타 전문, 과학 및 기술 서비스업",62년 (1962년 설립),"587억 8,937만원",주식회사,"7,508만원",www.ihq.co.kr,2개,156명,115명,70명/40명
금호전기,전기 공사업,89년 (1935년 설립),"400억 5,968만원",주식회사,"5,480만원",www.khe.co.kr,2개,99명,86명,34명/18명
하이트진로홀딩스,발효주 제조업,91년 (1933년 설립),"402억 1,450만원",주식회사,"18,621만원",www.hitejinroholdings.com,1개,10명,11명,4명/3명
노루홀딩스,그 외 기타 정보 서비스업,79년 (1945년 설립),"217억 4,424만원",주식회사,"8,592만원",www.norooholdings.co.kr,1개,54명,58명,9명/7명
기아,자동차 제조업,80년 (1944년 설립),"40조 9,795억 7,000만원",주식회사,"11,153만원",www.kia.co.kr,3개,"9,958명","6,237명",407명/671명
효성,수산동물 가공 및 저장 처리업,15년 (2009년 설립),-,주식회사,"3,596만원",-,1개,72명,66명,38명/57명
CJ,상품 종합 도매업,5년 (2019년 설립),"2조 1,091억 2,508만원",주식회사,"1,680만원",-,2개,"9,155명","6,647명","14,519명/15,121명"
두산,산업용 로봇 제조업,9년 (2015년 설립),"369억 8,022만원",주식회사,"7,728만원",www.doosanrobotics.com,1개,203명,211명,55명/64명
휴스틸,그 외 기타 금속 가공제품 제조업,57년 (1967년 설립),"5,627억 7,460만원",주식회사,"6,717만원",www.husteel.com,2개,421명,312명,57명/41명
DB손해보험,,,,,,,,,,
TYM,그 외 기타 섬유제품 제조업,64년 (1960년 설립),"4,425억 1,468만원",주식회사,"5,236만원",tym.world,4개,"1,074명",557명,81명/84명
대웅,기초 의약 물질 및 생물학적 제제 제조업,29년 (1995년 설립),"3,892억 142만원",,"6,032만원",-,1개,393명,,
진양산업,"금속 파스너, 스프링 및 금속선 가공제품 제조업",11년 (2013년 설립),-,기타 법인,"4,453만원",-,1개,14명,6명,2명/1명
영진약품,-,62년 (1962년 설립),"2,183억 8,098만원",주식회사,"6,354만원",www.yungjin.co.kr,1개,614명,624명,154명/171명
케이씨씨,자동차 수리 및 세차업,15년 (2009년 설립),"8,869억 8,087만원",주식회사,"5,386만원",-,2개,720명,648명,84명/123명
롯데칠성음료,비알코올 음료 및 얼음 제조업,57년 (1967년 설립),"2조 3,451억 2,662만원",주식회사,"6,644만원",company.lottechilsung.co.kr,1개,"4,029명","3,919명",479명/417명
일신방직,방적 및 가공사 제조업,73년 (1951년 설립),"4,144억 2,656만원",주식회사,"3,992만원",www.ilshin.co.kr,1개,72명,66명,12명/10명
아모레퍼시픽그룹,회사본부,65년 (1959년 설립),"360억 9,447만원",주식회사,"9,968만원",www.apgroup.com,1개,95명,96명,34명/39명
제주은행,일반은행,55년 (1969년 설립),-,주식회사,"8,518만원",www.e-jejubank.com,1개,450명,433명,38명/21명
한솔홀딩스,그 외 기타 금융업,59년 (1965년 설립),-,주식회사,"13,126만원",www.hansol.com,1개,42명,40명,13명/8명
벽산,,,,,,,,,,
롯데손해보험,손해 및 보증보험업,78년 (1946년 설립),-,주식회사,"7,901만원",www.lotteins.co.kr,2개,"1,276명","1,211명",282명/284명
대한제분,곡물 가공품 제조업,72년 (1952년 설립),"3,486억 5,116만원",주식회사,"7,860만원",www.dhflour.co.kr,1개,136명,380명,24명/250명
대상,경영 컨설팅 및 공공 관계 서비스업,4년 (2020년 설립),-,기타 법인,"4,512만원",-,1개,31명,29명,24명/13명
LG,시스템ㆍ응용 소프트웨어 개발 및 공급업,6년 (2018년 설립),10억 855만원,기타 법인,"5,870만원",-,1개,25명,39명,14명/25명
동아쏘시오홀딩스,경영 컨설팅 및 공공 관계 서비스업,75년 (1949년 설립),"578억 4,077만원",주식회사,"8,722만원",www.donga.co.kr,1개,92명,89명,24명/21명
코리안리,재보험업,61년 (1963년 설립),-,주식회사,"16,328만원",www.koreanre.co.kr,1개,433명,447명,34명/54명
한국주철관공업,철강관 제조업,71년 (1953년 설립),-,주식회사,"5,975만원",www.kcip.co.kr,1개,135명,128명,15명/15명
한일홀딩스,시설물 축조 관련 전문공사업,63년 (1961년 설립),-,주식회사,"8,677만원",www.hanil.com,2개,18명,26명,9명/6명
엔피씨,"영화, 비디오물 및 방송 프로그램 제작업",4년 (2020년 설립),-,기타 법인,"2,619만원",-,1개,2명,13명,13명/17명
세아제강지주,철강관 제조업,64년 (1960년 설립),-,주식회사,"9,840만원",www.seahsteel.co.kr/company/holdings/,1개,44명,57명,13명/26명
대한전선,기타 기계 및 장비 도매업,26년 (1998년 설립),-,기타 법인,"4,981만원",-,1개,5명,4명,0명/0명
대한제당,그 외 기타 사업 지원 서비스업,68년 (1956년 설립),"1조 1,599억 7,559만원",주식회사,"6,698만원",www.ts.co.kr,1개,177명,119명,6명/10명
삼양홀딩스,그 외 기타 금융업,100년 (1924년 설립),"3,521억 4,478만원",주식회사,"7,200만원",www.samyang.com,1개,145명,159명,33명/45명
세기상사,기타 건축자재 도매업,7년 (2017년 설립),-,기타 법인,"5,514만원",-,1개,2명,3명,0명/0명
한국앤컴퍼니,일차전지 및 축전지 제조업,83년 (1941년 설립),"8,292억 6,200만원",주식회사,"7,229만원",http://www.hankook-technologygroup.com,2개,"1,130명",69명,20명/15명
전방,반도체 및 디스플레이 제조용 기계 제조업,8년 (2016년 설립),-,기타 법인,"5,852만원",-,1개,16명,21명,11명/18명
대한항공,항공 여객 운송업,62년 (1962년 설립),"8조 7,534억 1,640만원",합자회사,"9,806만원",www.koreanair.com,1개,"19,080명","17,798명","1,762명/2,014명"
디아이동일,방적 및 가공사 제조업,69년 (1955년 설립),"3,495억 5,671만원",주식회사,"4,213만원",www.dong-il.com,1개,112명,102명,19명/19명
유한양행,완제 의약품 제조업,98년 (1926년 설립),"1조 6,241억 3,342만원",주식회사,"9,515만원",www.yuhan.co.kr,1개,"1,975명","2,045명",151명/247명
CJ대한통운,도로 화물 운송업,94년 (1930년 설립),"7조 7,286억 4,670만원",주식회사,"7,540만원",www.cjlogistics.com,28개,"1,702명","6,275명",512명/510명
경방,"유선, 위성 및 기타 방송업",26년 (1998년 설립),-,주식회사,"4,190만원",-,1개,132명,133명,50명/45명
유수홀딩스,그 외 기타 금융업,74년 (1950년 설립),-,주식회사,"13,493만원",www.eusu-holdings.com,1개,21명,22명,0명/1명
한진중공업홀딩스,그 외 기타 금융업,87년 (1937년 설립),-,주식회사,"8,477만원",www.hhic-holdings.com,1개,7명,7명,0명/0명
